Collocations analysis for "Manuskrypt Wojnicza" by Unknown

 occurs in 190 collocations
8AIRM occurs in 2 collocations
E88G occurs in 1 collocations
PT8ARO8G occurs in 1 collocations
A(N|M) occurs in 1 collocations
OTOEG occurs in 1 collocations
TDZA occurs in 1 collocations
TCC8G occurs in 49 collocations
4OHTCO occurs in 4 collocations
8_M occurs in 1 collocations
OD(C|A)8AR occurs in 1 collocations
G8 occurs in 1 collocations
TCDAIK occurs in 1 collocations
HSO8O8G occurs in 1 collocations
8AG occurs in 1 collocations
AN8AE occurs in 1 collocations
)OE occurs in 4 collocations
GTHAM occurs in 1 collocations
TCPZCG occurs in 2 collocations
GTCODZG occurs in 1 collocations
2AE occurs in 45 collocations
(S|T)G occurs in 1 collocations
AEOAEG occurs in 1 collocations
TAIK occurs in 1 collocations
TGDGHG occurs in 1 collocations
|T)8(| occurs in 1 collocations
ROE( occurs in 1 collocations
TFZ(|C)G occurs in 1 collocations
(O|A)D(O|A)R occurs in 1 collocations
GHTOE occurs in 7 collocations
OHCA(M|N) occurs in 1 collocations
8AOR occurs in 1 collocations
OH occurs in 9 collocations
4O8AR occurs in 11 collocations
OESCAK occurs in 1 collocations
PSO8AM occurs in 2 collocations
ADAM occurs in 3 collocations
TEAE occurs in 2 collocations
OPAIIK occurs in 1 collocations
GHAIPAK occurs in 1 collocations
CCG occurs in 5 collocations
8AMOE occurs in 1 collocations
TODZCG occurs in 2 collocations
TDC8G occurs in 5 collocations
THAE( occurs in 1 collocations
GDCOE8G occurs in 1 collocations
RTC2 occurs in 1 collocations
ODO8AR occurs in 1 collocations
OHSC(8|E)G occurs in 1 collocations
T28G occurs in 2 collocations
HTO2 occurs in 2 collocations
EO2AIR occurs in 1 collocations
HG8EO occurs in 1 collocations
SOAR occurs in 4 collocations
4ODCSC occurs in 1 collocations
SCOE2 occurs in 1 collocations
8GOE occurs in 1 collocations
ORTCG occurs in 6 collocations
4ODC80K occurs in 1 collocations
POETAE occurs in 1 collocations
OG8AR occurs in 1 collocations
PGOAEG occurs in 1 collocations
TOHTG occurs in 12 collocations
4OODO occurs in 1 collocations
OHZAN occurs in 1 collocations
ODCO8OF occurs in 1 collocations
AR occurs in 169 collocations
TOAR occurs in 2 collocations
|)AR(A|O)K occurs in 1 collocations
TOHTCCG occurs in 1 collocations
GDCCAEAR occurs in 1 collocations
RSCO8AR occurs in 1 collocations
IR occurs in 2 collocations
AE8AK occurs in 2 collocations
4ODT28G occurs in 1 collocations
TCAEOR occurs in 1 collocations
OHCOK occurs in 2 collocations
8AIHZG occurs in 1 collocations
ETCOE occurs in 7 collocations
HTC8AR occurs in 3 collocations
GSCOE occurs in 2 collocations
ODC8AEOR occurs in 1 collocations
ORDT28 occurs in 1 collocations
OHAIRAR occurs in 1 collocations
OHAEDA(M|N) occurs in 1 collocations
FAR occurs in 5 collocations
SAE2G occurs in 1 collocations
4OCHCCG occurs in 1 collocations
POTARAE occurs in 1 collocations
OPOE8 occurs in 1 collocations
8GHAE occurs in 1 collocations
OHCO8G occurs in 18 collocations
TCHO8G occurs in 1 collocations
8SC occurs in 2 collocations
4OFTCOE occurs in 1 collocations
OE2 occurs in 11 collocations
8TDZC8G occurs in 1 collocations
OETOR occurs in 3 collocations
OHCO8AIR occurs in 1 collocations
GTCC8G occurs in 7 collocations
GDAIRG occurs in 1 collocations
8O8E occurs in 1 collocations
PGT8AR occurs in 1 collocations
O4O(O|A)R occurs in 1 collocations
ESCK occurs in 1 collocations
)ACCG occurs in 1 collocations
OE8 occurs in 3 collocations
(4|)OD(GE occurs in 1 collocations
RCCG occurs in 1 collocations
ODAE8G occurs in 8 collocations
8TCCDG occurs in 1 collocations
OEOETCG occurs in 1 collocations
GDCCO8G occurs in 6 collocations
TOTAR occurs in 1 collocations
|)2AIR occurs in 1 collocations
)DAM occurs in 1 collocations
0OM occurs in 1 collocations
TCO8AR occurs in 3 collocations
ODZCO occurs in 1 collocations
TOHTCG occurs in 4 collocations
TC8A(|I)M occurs in 1 collocations
8E8 occurs in 1 collocations
PTO8OE occurs in 1 collocations
|)FT8G occurs in 1 collocations
8IR occurs in 1 collocations
TAE8 occurs in 1 collocations
4OHOE occurs in 36 collocations
GHCC8AR occurs in 1 collocations
HSCODCC8G occurs in 1 collocations
OR occurs in 169 collocations
TOCPAM occurs in 1 collocations
)4O8 occurs in 1 collocations
EAROROE occurs in 1 collocations
AEOE8G occurs in 1 collocations
DA2 occurs in 2 collocations
FTC8AE occurs in 1 collocations
OESCG occurs in 13 collocations
FAII2 occurs in 1 collocations
FOR occurs in 1 collocations
RTOEG occurs in 1 collocations
SOD occurs in 5 collocations
OPT28 occurs in 2 collocations
HZCOR occurs in 5 collocations
SG8AE occurs in 1 collocations
GDCO8G occurs in 9 collocations
DCSC8 occurs in 1 collocations
GTOG occurs in 1 collocations
HZOK occurs in 10 collocations
TFO occurs in 1 collocations
TOH2 occurs in 1 collocations
HZO8AIK occurs in 1 collocations
4ODCC8AIR occurs in 1 collocations
H8AK occurs in 1 collocations
TCDTOG occurs in 1 collocations
P(O|A)ETCG occurs in 1 collocations
OPT8AM occurs in 1 collocations
4O(D|)C8G occurs in 1 collocations
8AEOHZ(C|)G occurs in 1 collocations
CCDZG occurs in 1 collocations
POESCG occurs in 1 collocations
80OM occurs in 1 collocations
FAIIRAE occurs in 1 collocations
8GHG occurs in 3 collocations
TOPTO occurs in 1 collocations
PODCCG occurs in 1 collocations
4DOR occurs in 1 collocations
GFAEAM occurs in 1 collocations
4ODAK occurs in 23 collocations
|)AR occurs in 1 collocations
TCOH occurs in 1 collocations
PSCC8G occurs in 2 collocations
4ODCOK occurs in 3 collocations
T8G( occurs in 1 collocations
GTODZG occurs in 1 collocations
OHO2 occurs in 1 collocations
SCCOR occurs in 5 collocations
OA(M|N) occurs in 2 collocations
8K occurs in 3 collocations
GPT8 occurs in 1 collocations
POEG occurs in 1 collocations
AIIR occurs in 10 collocations
4ODAE occurs in 121 collocations
OPARG occurs in 4 collocations
4O8 occurs in 7 collocations
LE occurs in 1 collocations
ARO8 occurs in 1 collocations
GDCC8AE occurs in 1 collocations
OR(| occurs in 2 collocations
(O|A)8A(N|M) occurs in 1 collocations
2SO occurs in 1 collocations
|)OEDCC8G occurs in 1 collocations
8A occurs in 14 collocations
GDSO occurs in 1 collocations
4ODCOR occurs in 20 collocations
2OECCK occurs in 1 collocations
TDCCG occurs in 13 collocations
ORTC8AR occurs in 1 collocations
4OHCCO8G occurs in 4 collocations
OFTC82 occurs in 1 collocations
TCAR occurs in 43 collocations
TODCC8G occurs in 2 collocations
82TCCG occurs in 1 collocations
CC2CG occurs in 1 collocations
0CO occurs in 1 collocations
ADAE occurs in 2 collocations
SOE2 occurs in 1 collocations
SCD(O|A)8G occurs in 1 collocations
AIRG occurs in 1 collocations
0SCG occurs in 2 collocations
2ODC8G occurs in 1 collocations
RO occurs in 9 collocations
HARAIRG occurs in 1 collocations
ESCOE occurs in 2 collocations
TCAEOE occurs in 1 collocations
TCOHTCG occurs in 1 collocations
TO(G|A)E occurs in 1 collocations
E2AIR occurs in 1 collocations
ODCT8G occurs in 3 collocations
3C6E occurs in 1 collocations
4ODSC occurs in 1 collocations
THO88G occurs in 1 collocations
OTCOR occurs in 1 collocations
8AEDC8G occurs in 1 collocations
GHORORG occurs in 1 collocations
PO8DOR occurs in 1 collocations
4OADZG occurs in 1 collocations
O8AK occurs in 4 collocations
2TOE8 occurs in 1 collocations
OEDAIK occurs in 1 collocations
TCOPZG occurs in 1 collocations
AMRO occurs in 1 collocations
T2CCOR8G occurs in 1 collocations
OCCO8AM occurs in 1 collocations
E0E occurs in 1 collocations
RAE occurs in 19 collocations
8O8AR occurs in 1 collocations
SETO2 occurs in 1 collocations
4DCCG occurs in 3 collocations
DOEG occurs in 1 collocations
SFG8AM occurs in 1 collocations
T(|C)OPAM occurs in 1 collocations
4OPTC8AR occurs in 1 collocations
GHA(M|N) occurs in 1 collocations
4O8AM occurs in 43 collocations
SC(C|G) occurs in 1 collocations
T8AE8G occurs in 1 collocations
C2CTOR occurs in 1 collocations
HAE8G occurs in 1 collocations
OGHG occurs in 1 collocations
RODCC8G occurs in 1 collocations
OFTCDAM occurs in 1 collocations
OHTOETG occurs in 1 collocations
E2CCCG occurs in 1 collocations
OEAIR occurs in 1 collocations
GT0HG occurs in 1 collocations
GTCOR occurs in 8 collocations
OESCO8 occurs in 1 collocations
DCC8CG occurs in 1 collocations
EORAM occurs in 1 collocations
|)AIR(| occurs in 1 collocations
OEORAE occurs in 1 collocations
OSCPOE2 occurs in 1 collocations
GDCCAK occurs in 1 collocations
SODTCCG occurs in 1 collocations
TO(R|2) occurs in 3 collocations
HZCOEG occurs in 1 collocations
TOFT8G occurs in 1 collocations
OCAN occurs in 1 collocations
GS8AM occurs in 1 collocations
OHAEAM occurs in 1 collocations
2ODCC8G occurs in 2 collocations
ORAN occurs in 5 collocations
SCOR occurs in 42 collocations
TCDAR occurs in 8 collocations
DARA occurs in 1 collocations
TCDAAE occurs in 1 collocations
)OM occurs in 1 collocations
0TCOE occurs in 1 collocations
TODOE occurs in 2 collocations
HARAE occurs in 3 collocations
GH8AR occurs in 1 collocations
OHSAE occurs in 1 collocations
TCODCCG occurs in 5 collocations
OHODZG occurs in 1 collocations
PZO8 occurs in 1 collocations
TPZG occurs in 8 collocations
2AIRAN occurs in 1 collocations
GSCO2 occurs in 1 collocations
8SCAE occurs in 1 collocations
CHCCG2 occurs in 1 collocations
TCGOR occurs in 1 collocations
G occurs in 47 collocations
4OOTCG occurs in 1 collocations
OEODZG occurs in 1 collocations
TA0R occurs in 1 collocations
0ODZG occurs in 1 collocations
8AETCCCDG occurs in 1 collocations
OEHTCG occurs in 2 collocations
(A|O)IR(00|) occurs in 1 collocations
8ADG occurs in 2 collocations
OEFAM occurs in 1 collocations
OCCODZG occurs in 1 collocations
AEFO occurs in 1 collocations
OPSCOEAM occurs in 1 collocations
0TO2 occurs in 1 collocations
GDCC8AR occurs in 1 collocations
ES8 occurs in 1 collocations
4ODOEG occurs in 1 collocations
ODCTOE occurs in 1 collocations
ORA occurs in 2 collocations
O8G8G occurs in 1 collocations
HZO8 occurs in 6 collocations
4OHZC8G occurs in 3 collocations
HCCO8AM occurs in 2 collocations
SDCG occurs in 1 collocations
HOTOL occurs in 1 collocations
TCOPZCG occurs in 1 collocations
AETAR occurs in 1 collocations
8ET8 occurs in 2 collocations
4ODT8G occurs in 45 collocations
O00G2ARY occurs in 1 collocations
O8AE occurs in 10 collocations
O8AR occurs in 19 collocations
2O occurs in 5 collocations
SCP occurs in 2 collocations
DTCCO2 occurs in 1 collocations
(T|S)8AM occurs in 1 collocations
OHCO8AE2 occurs in 1 collocations
ORCG occurs in 1 collocations
GHTOG occurs in 2 collocations
EHCAK occurs in 1 collocations
ESO8AIR occurs in 1 collocations
(O|A)GH(O|A)G8 occurs in 1 collocations
4C8G occurs in 1 collocations
OEDTC8G occurs in 5 collocations
8AOCHA occurs in 1 collocations
POTAM occurs in 1 collocations
4O8AL occurs in 1 collocations
ODSCCG occurs in 1 collocations
4ODTOR occurs in 8 collocations
TCHAR occurs in 4 collocations
OPTAE occurs in 1 collocations
PTAIR( occurs in 1 collocations
8AR8GR occurs in 1 collocations
EO8AM occurs in 3 collocations
TCOCC2 occurs in 1 collocations
S(C|)DAR occurs in 1 collocations
2OHO8AL occurs in 1 collocations
TORTOR occurs in 1 collocations
DCCA8G occurs in 1 collocations
RTSC(C|)2G occurs in 1 collocations
TEG occurs in 1 collocations
TCDAM occurs in 11 collocations
OECC8AR occurs in 1 collocations
4OO8AM occurs in 1 collocations
TCCAM occurs in 2 collocations
OFGTCG occurs in 1 collocations
8STCG occurs in 1 collocations
OPORO8G occurs in 1 collocations
GEARAM occurs in 1 collocations
TCOHOE occurs in 2 collocations
AEDAK occurs in 3 collocations
DTO2 occurs in 2 collocations
TCDZ8G occurs in 2 collocations
SC0 occurs in 1 collocations
OD(C|0)8G8 occurs in 1 collocations
TCODCC(|A)2 occurs in 1 collocations
OPTOR8G occurs in 2 collocations
8TCCHZCG occurs in 1 collocations
AEET8K occurs in 1 collocations
DARAIK occurs in 1 collocations
OHARAE occurs in 3 collocations
PORTCG occurs in 1 collocations
EOE(| occurs in 1 collocations
FTO8G occurs in 3 collocations
RODG8 occurs in 1 collocations
DTC8G occurs in 23 collocations
PTO8A(M|N) occurs in 1 collocations
TAM8 occurs in 1 collocations
ODMG occurs in 1 collocations
AE8AE occurs in 1 collocations
ETAM occurs in 2 collocations
(O|4)DAR occurs in 1 collocations
SC8 occurs in 20 collocations
GD occurs in 3 collocations
OHTCC8 occurs in 1 collocations
PARA8AK occurs in 1 collocations
OHTO8AR occurs in 3 collocations
4OHOEO occurs in 1 collocations
T8TG occurs in 1 collocations
T(|CG occurs in 1 collocations
HCO8 occurs in 1 collocations
TCFTCG occurs in 1 collocations
|) occurs in 1 collocations
TCCDCG occurs in 4 collocations
EDCCO occurs in 2 collocations
DZ88E occurs in 1 collocations
HAROR occurs in 1 collocations
ETG occurs in 7 collocations
OTO8G occurs in 2 collocations
(A|O)IR(| occurs in 1 collocations
4OEDCCOEG occurs in 1 collocations
TCOCH occurs in 1 collocations
8AE8 occurs in 1 collocations
A)ER occurs in 1 collocations
PO8AIIR occurs in 2 collocations
TCFAM occurs in 1 collocations
2OETCG occurs in 3 collocations
4OR( occurs in 1 collocations
OT(C|A)8AE occurs in 1 collocations
4DZOE8G occurs in 1 collocations
GTCCOR occurs in 1 collocations
TCDC8 occurs in 1 collocations
ESCC occurs in 2 collocations
ETC8AK occurs in 2 collocations
ET2 occurs in 2 collocations
HZC(2|R) occurs in 1 collocations
DARAE occurs in 1 collocations
8A2A8G occurs in 1 collocations
D2OR occurs in 1 collocations
GPTCCG occurs in 1 collocations
TOREG occurs in 1 collocations
OHZ8 occurs in 1 collocations
|)DCOR occurs in 1 collocations
T8O8AM occurs in 1 collocations
OHTG8 occurs in 1 collocations
T(C|)O8G occurs in 1 collocations
ODT8 occurs in 6 collocations
EDC8 occurs in 1 collocations
GFTCDG occurs in 1 collocations
DAR8G occurs in 1 collocations
GHCCC8 occurs in 1 collocations
T(2|R) occurs in 1 collocations
DCOE occurs in 21 collocations
GHCAE occurs in 1 collocations
FSC8G occurs in 2 collocations
8G(CCC|M)2 occurs in 1 collocations
E8AEG occurs in 1 collocations
GSCAR occurs in 1 collocations
OHCC8AM occurs in 4 collocations
SHZG occurs in 28 collocations
HTOH occurs in 1 collocations
ARSCK occurs in 1 collocations
GSTCG occurs in 1 collocations
SCCO8G occurs in 1 collocations
8OIM occurs in 1 collocations
OIIR occurs in 1 collocations
OHO8AR occurs in 1 collocations
ESHZG occurs in 1 collocations
4ODAIR occurs in 13 collocations
4ODOE8 occurs in 1 collocations
R(O|A)E occurs in 1 collocations
0SOE occurs in 1 collocations
SCODAM occurs in 2 collocations
TCDTCG occurs in 1 collocations
PTC8G occurs in 34 collocations
EODCC8G occurs in 3 collocations
CC2OE occurs in 1 collocations
HZCC2 occurs in 1 collocations
ETCAK occurs in 3 collocations
4OHIR occurs in 1 collocations
ORORG occurs in 1 collocations
GDSCOE occurs in 2 collocations
GCC2 occurs in 1 collocations
FTO8CC2 occurs in 1 collocations
RAHZHG occurs in 1 collocations
OFARAKODG occurs in 1 collocations
OHTAE8 occurs in 1 collocations
SCPTC8G occurs in 1 collocations
EPTCOE occurs in 1 collocations
TCOHZCG occurs in 1 collocations
RODAIY occurs in 1 collocations
OHC8AE occurs in 3 collocations
OE occurs in 241 collocations
OEFTC8G occurs in 3 collocations
OEDCO8G occurs in 1 collocations
GOA2 occurs in 1 collocations
HTC(__________|8OE) occurs in 1 collocations
4OHOR occurs in 19 collocations
|)SCCO occurs in 1 collocations
4OETG occurs in 3 collocations
OEDAR occurs in 16 collocations
TO8A(M|N) occurs in 1 collocations
FTOR occurs in 2 collocations
SHZCGE occurs in 1 collocations
ODS8G occurs in 1 collocations
OHARO8E occurs in 1 collocations
HS occurs in 1 collocations
DO8CCG occurs in 1 collocations
T8C8G occurs in 2 collocations
GDCHZCG occurs in 1 collocations
PG8T8OK occurs in 1 collocations
EDCC8G occurs in 36 collocations
|)DAM occurs in 2 collocations
HZAAR occurs in 1 collocations
EEAMAE occurs in 1 collocations
SODZOE occurs in 1 collocations
ARCC occurs in 1 collocations
000000OE occurs in 1 collocations
ODCCO(| occurs in 1 collocations
O(| occurs in 5 collocations
TO0 occurs in 2 collocations
GPSOEG occurs in 1 collocations
HZO88 occurs in 1 collocations
ORAK occurs in 9 collocations
AHOE occurs in 2 collocations
EPAR occurs in 1 collocations
GTCCODAM occurs in 1 collocations
POAM occurs in 1 collocations
GDTOE occurs in 5 collocations
ODAN(|M occurs in 1 collocations
OEDC8AM occurs in 2 collocations
OHAETCG occurs in 1 collocations
OT(A|O)R occurs in 1 collocations
8AM8E occurs in 1 collocations
ODCCSG occurs in 2 collocations
8TGHTG occurs in 1 collocations
T0DG occurs in 2 collocations
OP8AR occurs in 1 collocations
TA(N|M) occurs in 1 collocations
4ODCSC8G occurs in 1 collocations
TEAK occurs in 1 collocations
2AR occurs in 55 collocations
DSCCG occurs in 3 collocations
ETCCE occurs in 1 collocations
TO occurs in 42 collocations
TODAK occurs in 3 collocations
EPTCC2 occurs in 1 collocations
DZO1 occurs in 1 collocations
DCC8AE occurs in 2 collocations
PTCODZG occurs in 1 collocations
4OPZCC occurs in 1 collocations
OCC2ARG occurs in 1 collocations
AE( occurs in 4 collocations
E2AIROR occurs in 1 collocations
DAL occurs in 2 collocations
EETCG occurs in 1 collocations
ETCC8 occurs in 1 collocations
ETOE occurs in 3 collocations
S2O occurs in 1 collocations
PTOEDG occurs in 1 collocations
ODTCOTG occurs in 1 collocations
HT88G occurs in 1 collocations
EAIR occurs in 1 collocations
RSCAE occurs in 1 collocations
TDZO occurs in 1 collocations
OHC8CCG occurs in 1 collocations
OTCAIL occurs in 1 collocations
2DAR occurs in 1 collocations
SDZAR occurs in 1 collocations
HTG occurs in 27 collocations
EDCAE occurs in 2 collocations
HTC8(0|C) occurs in 1 collocations
TGPTCG occurs in 1 collocations
DORG occurs in 1 collocations
CTC8G occurs in 1 collocations
GHTC8G occurs in 9 collocations
OEDCCTG occurs in 3 collocations
SCHG occurs in 7 collocations
DOESO occurs in 1 collocations
TC(2|R) occurs in 2 collocations
GDAE8 occurs in 1 collocations
OTAR occurs in 1 collocations
GD(A|)E occurs in 1 collocations
4ODCA occurs in 1 collocations
DZCCOE occurs in 1 collocations
TOE8G occurs in 9 collocations
8SCOG occurs in 1 collocations
DZOE2G occurs in 1 collocations
GHO occurs in 2 collocations
PG occurs in 1 collocations
OEDAIR occurs in 4 collocations
GDCOAG occurs in 1 collocations
HTC8G occurs in 30 collocations
OEAR8G occurs in 1 collocations
PZAROK occurs in 1 collocations
2AROE occurs in 4 collocations
THOHZG occurs in 1 collocations
OETCAR occurs in 1 collocations
DCTC8G occurs in 2 collocations
